TypeSectionCode ;code ;DescriptionInEnglish ;DescriptionInRussian ;NameInEngish ;NameInRussian ;id
T ;BAR ;a shallow ridge or mound of coarse unconsolidated material in a stream channel, at the mouth of a stream, estuary, or lagoon and in the wave-break zone along coasts ;неглубокая гряда или насыпь из крупнозернистого рыхлого материала в русле ручья, в устье ручья, лимана или лагуны и в зоне волнолома вдоль побережья ;bar ;бар ;d2d4b373-664a-4d17-98ba-a8ef8d6e7072
T ;BCH ;a shore zone of coarse unconsolidated sediment that extends from the low-water line to the highest reach of storm waves ;прибрежная полоса крупных рыхлых отложений, простирающаяся от линии межени до наивысшего уровня штормовых волн ;beach ;пляж ;0a5f23b4-a937-496c-8dab-5045979f84d2
T ;BCHS ;a shore zone of coarse unconsolidated sediment that extends from the low-water line to the highest reach of storm waves ;прибрежная полоса крупных рыхлых отложений, простирающаяся от линии межени до наивысшего уровня штормовых волн ;beaches ;пляжи ;a2d97b3a-d119-46bd-b9b4-6b4dde8fad8d
T ;BDLD ;an area characterized by a maze of very closely spaced, deep, narrow, steep-sided ravines, and sharp crests and pinnacles ;область, характеризующаяся лабиринтом очень близко расположенных, глубоких, узких оврагов с крутыми склонами, а также острыми гребнями и вершинами ;badlands ;бесплодные земли ;74fd6a51-7fed-4ad8-a6ab-e77cb8765530
T ;BLDR ;a high altitude or high latitude bare, flat area covered with large angular rocks ;большая высота или высокая широта, голая, плоская местность, покрытая большими угловатыми скалами ;boulder field ;поле валунов ;18e461da-9858-4deb-8b6c-b966ec4f97ac
T ;BLHL ;a hole in coastal rock through which sea water is forced by a rising tide or waves and spurted through an outlet into the air ;отверстие в прибрежной скале, через которое морская вода выталкивается приливом или волнами и выбрасывается через выпускное отверстие в воздух ;blowhole(s) ;дыхало (ы) ;efe2da48-db59-4e6f-83de-5f122ff389c7
T ;BLOW ;a small depression in sandy terrain, caused by wind erosion ;небольшое углубление в песчаной местности, вызванное ветровой эрозией ;blowout(s) ;выброс(ы) ;ddba6616-d0a9-4b19-aa2f-181f6ee7c5cc
T ;BNCH ;a long, narrow bedrock platform bounded by steeper slopes above and below, usually overlooking a waterbody ;длинная узкая коренная платформа, ограниченная более крутыми склонами сверху и снизу, обычно с видом на водоем ;bench ;лавка ;a284ca21-803c-4bf1-99e1-37690ca4ff82
T ;BUTE ;a small, isolated, usually flat-topped hill with steep sides ;небольшой, изолированный холм, обычно с плоской вершиной и крутыми склонами ;butte(s) ;батт (ы) ;8525f359-f669-492d-982f-a8b01304fb7b
T ;CAPE ;a land area, more prominent than a point, projecting into the sea and marking a notable change in coastal direction ;участок суши, более заметный, чем точка, выступающий в море и отмечающий заметное изменение направления побережья ;cape ;мыс ;37c75716-e5f3-4214-ac83-49409a167c13
T ;CFT ;a deep narrow slot, notch, or groove in a coastal cliff ;глубокая узкая щель, выемка или канавка в прибрежной скале ;cleft(s) ;расщелина (ы) ;f45b9a5b-7544-4033-bfe9-934265685f25
T ;CLDA ;a depression measuring kilometers across formed by the collapse of a volcanic mountain ;впадина шириной в несколько километров, образовавшаяся в результате обрушения вулканической горы ;caldera ;кальдера ;70c485f4-5a18-44c6-b1ca-62765b3d1858
